A_ID,B_ID
1278401163373707267,1511387147185668102
2562289441,1511909512873193478
622073561,1487196785382764547
18831926,1478109752009715714
175068984,1502290749588746242
22166017,1497939183448457216
631142747,1481123210359984129
806606209411231744,1478475163985334274
1297453451807346688,1500063810693988354
1420809006059192324,1488390451254026241
1229752606714728454,1482613160846766082
700825817358712833,1499708055361044483
775468048908029952,1516635435241730049
213903403,1490921829128892416
1726635955,1477583604444237825
34036028,1502121314773000203
29010022,1490851308269568008
469509327,1497584357028110339
1421835080813666306,1481933490249678850
728273994,1482326995036000259
728273994,1510169592039198720
306310810,1485060442930225157
936202809573367808,1487937133985865729
713761799103971331,1486990602961141761
1132791264242307073,1518523184462856192
2402915880,1477694271327072256
29447428,1519209248370360320
258124400,1516258930560700419
378420614,1481362318701527040
1178704911426564096,1500974592503939074
18831926,1491061044453998595
58569413,1488091517852004353
1462623743910420487,1507645929201012742
58569413,1488091453976989696
22317663,1494489238577971201
3280087819,1479072638030987264
12886922,1488258230887149571
2843701662,1482242208459894786
18831926,1518457971067432960
18831926,1518457947684106240
18831926,1518458143298056192
18831926,1518458230468358145
1387010761994682371,1478059398677286923
94350709,1483420301820141569
1065771601512316928,1512062633725202442
237929438,1487093418694266880
52770751,1479566572268130304
57709461,1482497604676382724
1258496896710012930,1479467522281910276
1385500920570683394,1478750661953077249
1229752606714728454,1484228975073374208
1229752606714728454,1490354180711723009
865315737690284032,1487946034273677314
15522308,1487132987896606721
14892220,1478292102865846273
810603440984494080,1480279790712238087
1304036484920606720,1480279805606207498
39650822,1481155108989661184
896202053420056577,1481318014091943937
849835616,1489530658611507200
241215352,1479480802253721603
241215352,1479851643671875585
241215352,1481387277100240904
1229752606714728454,1482010969253593093
1229752606714728454,1490350307393646593
906971212370386944,1520111512437678080
19608297,1477162938796412928
1086002258972721152,1499318983257899011
804582780298412032,1477841450876354560
866958995784970241,1482339601624805385
1229752606714728454,1484228872379973638
462021312,1488326065944625154
1270537052702928896,1479936112067952642
259506084,1481387862612672515
3018860447,1481387414996537344
20944311,1481390717025292288
1298243926420267014,1486557784015527936
58569413,1488091299358117892
1470196240671547394,1477443176755605506
1136128644,1478123080379613185
1362805552162701314,1481146699045212160
1057819740,1480440302301233159
18538268,1483366479944949761
2645440044,1477748308068208645
15220473,1480062776861237250
14499829,1515747873891274756
1352423892468473865,1488698192497577985
1352423892468473865,1497986584209096704
1250154805294587904,1481735443540500482
23373153,1477239189284478979
23373153,1477584715897085953
461577457,1493412216875458560
16946002,1478291848493891584
1204828809993830401,1507765011770490881
1427453911070347267,1492386018460258304
99628982,1480834249800523776
1298243926420267014,1486556327535124490
43464027,1477753126337794054
726070073081868289,1514980589610446864
52136185,1495869598327087107
1316158478642294785,1477730111617126401
19341389,1479146288973238279
146569971,1515747903955943424
718877167942152192,1477108860926275586
1255393579507351554,1479666668024451074
819803779713286144,1477344700797382656
1160218082096427008,1477763690900381696
746371177174679552,1477292558925668353
1387314750883831810,1477612264203198466
119702560,1480296026024169472
1366848416114860032,1477126837067079680
1304036484920606720,1477592692158869505
89090040,1477461698843926528
26371507,1477471580867411970
211880211,1478663308286861312
250412506,1479466741071765511
45970216,1479842244370833417
890414840224903169,1477312143779319808
40156330,1479666328726171651
1221976375,1480281355330240516
1463673584,1478366778950668303
1160218082096427008,1477763661645160450
822126049093971968,1477483750741225472
97481161,1477076841206747142
220863206,1478176405938585601
43280157,1477743533284990978
351848444,1480263881645821957
52719612,1480730274862297089
17532166,1479665914396119042
18831926,1477427144192110594
858798678710071297,1478447736496148481
1281558526981279745,1477944783461138437
1618718016,1477090980801044484
956516400343986176,1477692827484278785
359568435,1480645099260416016
2715046843,1478130336643096579
1236816024281976833,1477398714197159940
102162577,1477277926215278600
48652378,1477135073254129665
1283303281960329216,1478132757792538626
14171837,1477483795041431555
14216544,1485673239900737537
151669116,1477484607083728896
151669116,1477484535122067456
896202053420056577,1477371099839037442
30906208,1477839935558324224
1430923653168852994,1478107544379920384
1179911303760097280,1477156056820117504
1316785396156690440,1477133999956967426
721190828,1477126785317834753
1366537530519154689,1477128224253562880
1366537530519154689,1477791099913596928
60433554,1477368763058049026
958010291240841216,1479012729742512130
1299409144588505088,1479375977759215616
1085074745027121152,1477401909753303042
18831926,1477137101728587776
18831926,1477415449507815424
18831926,1477654449040601093
18831926,1477745610178670594
18831926,1477784983578329088
18831926,1477986048810622977
18831926,1478119441799933952
18831926,1477783320792547334
1189438597734244352,1479376021698666497
69172612,1477152583525580803
69172612,1477638786859159552
71763328,1477095746319040512
1233660354498088962,1477913860011171840
1421835080813666306,1477092924504612872
1006419421244678144,1479376229543268352
1104045001321926656,1477099710729146368
1112770306593226752,1477131430757085184
1972519165,1477097748877000707
377519609,1477069079085142016
1365273449241980928,1479375890186326017
387170537,1478234647884492803
78445977,1477273770465366016
913288098632658949,1479376590987399168
1358064335415877635,1477240844117848071
289498966,1477348218312671232
1068019446638358528,1477165193935278081
18831926,1477068750595706888
1080277407867772930,1477290195212984320
1254449478,1477217193163206660
51241418,1479360303540228096
111388931,1477104076265594883
1220843046125940736,1477196624833175553
865315737690284032,1487945809479880707
1003107003693137921,1477274285404266497
1010593116,1477144948130529280
490002009,1520251948687310848
861738869045297153,1477112772773101571
1214297100214620160,1477155573347008520
917397799972605953,1479375945832099842
576988141,1477366974606946311
117004374,1477401205118627840
49433981,1477695100075581446
1450407221565837314,1479376110659854336
86970530,1477426108001918989
2888994278,1477525442936512512
320826619,1477098198158262272
2187906247,1477401394252378112
1397724205106405380,1477097363164463108
1276614352687247360,1477081680531886084
23655688,1510993900227362816
993301872751529984,1477401496773746689
1217917146421960704,1477069375509303301
14884161,1477971583553585155
874916178,1477080751669760003
874916178,1477273371356413954
39547629,1477275188492484616
68174035,1477300868219346949
68813782,1477242510770532352
1422311840697131008,1477957169031131138
1181528211001401347,1477886123212955650
80802900,1477087112327487491
80802900,1477092258755272712
550373091,1477484182242660355
1391709797146365954,1477422195274321922
1239656978495856641,1477078387055206405
1108565574,1477067896098414592
997993578273034240,1477118744027492352
854241227503529985,1477088137822322690
1108297656550318080,1477135884793356290
280980769,1477196379336232960
85583894,1477182360647090176
85583894,1477275459733884930
56768709,1477276272430567424
1379744641226969093,1477302823855562753
249393823,1477155219087577090
921243130262728704,1477082837471928323
984301467359170564,1477086470347313153
984301467359170564,1477294025837326341
25203361,1477149111665061892
750531092,1477366330722439172
1229752606714728454,1477345250985263106
1412646787,1477119311911153665
27818941,1477431583506415617
1178004519210426369,1477309530367311877
19918228,1477146440090611718
1212729872,1477118088927535107
976995099170062338,1477273038786039810
782569958626758661,1477297979979669510
16692859,1477311478445350914
1439073985422110725,1485353575484174343
99108935,1477352730524110849
1296279134079823872,1477239367370485762
1296279134079823872,1477523768436211713
1382912376597479427,1477088062106746880
1382912376597479427,1477165554939031553
1278401163373707267,1477196505916358656
1330923292904087553,1477353516616372226
175989309,1477102610930798594
20428303,1477073336882630661
1220843046125940736,1477195998325886978
561549614,1477101736556859394
140118545,1477072766134280198
854241227503529985,1477072247307255814
14700117,1477073272315383809
128039857,1477135979488051202
1167734151648354305,1477079901408739328
17027632,1477272216442134528
14700117,1477075975066243074
14700117,1477079207159205889
28897926,1477219235235565568
896202053420056577,1477370596941914112
1377378203652784131,1477501541942706181
2277445532,1477142763275636736
2920030904,1477119763549540352
1341233976434782210,1477102856125571074
33727663,1477213079247241218
1486590966,1477099401990578187
1348034733591171075,1477143636152184832
59189360,1477355152780795908
1108297656550318080,1477457427209592832
1360664442304823298,1477129415310000128
2262316596,1477396838697164801
365880378,1477363511227568129
760219193195302912,1477300946690625537
1031462358000889856,1477364423815618561
1680691602,1477120238072205313
1031462358000889856,1477373413601669120
3311437198,1477298938768236548
29199860,1477199062587916289
1366537530519154689,1477263621650485251
1311333942381875200,1477125672770232324
1311333942381875200,1477484309627899906
1311333942381875200,1477519070723334147
483594860,1477363867294523393
167932594,1477158129343160322
1010593116,1477450426983215110
1010593116,1477597713420075009
1310945286659997697,1477159035275124736
139823781,1477167320904740866
973770115442446338,1477417081511366656
2886667320,1478141772568010752
3143750061,1477143367138033666
729086825172766720,1477293092705386502
21037096,1477393937799073793
367499971,1477143530963353601
1104045001321926656,1477142657390587907
1280533623561687043,1477302664211877892
1004697063974633472,1477309991505772545
4229532921,1477208787035459584
1085290065490632704,1477151294770933762
138168339,1477151633611968512
18831926,1477278079131209728
1554484200,1477374202525061121
1078312601027674112,1477188556355293187
16051471,1477296647004688385
1886630521,1477428907611602944
18831926,1477172565349130242
18831926,1477242921090908160
487307955,1477369508276801538
219596216,1477232601031131142
42836999,1477451901184589824
1471315918462459908,1477295987806846981
16511394,1477256709412462593
92932981,1477374380397109249
31565500,1477365167075643395
1297534640014667778,1477219779790446598
1221943044116643840,1477194869747511296
881248503514714112,1477384579262595074
1305905756441542657,1477235475727462403
63383628,1477363729779937284
1390340660482347010,1477219871167557633
1436093042,1477231368803344385
714767463586603009,1477217812716347394
273994373,1477332098147045387
727951102822486016,1477684261582872576
833437832660201472,1477372444553801731
489377813,1477291297341849602
103275252,1477232978656960512
813314931147816960,1477464032269725696
157430398,1477249022977089536
46678624,1477286983214977027
18229950,1478568692313214978
53963427,1477234975011450880
1438321159,1477291813937598465
924195579655327746,1477345667387473926
2677882544,1477312050032521216
2698422738,1477255224129687563
2798807857,1477290243808190470
20944311,1477368818158563330
20944311,1477855250509750276
746371177174679552,1477420424652861446
23827692,1477248490212315139
1706358680,1477371520162828288
42571514,1477341591882944516
1433489836162396166,1477261409641762819
2341433004,1477256660871647232
37190669,1477480083967279110
29447428,1477622380117778437
85568680,1477327203691941890
1662047773,1477370966804033544
1390340660482347010,1477498095936192516
59590288,1477265786343497728
29922585,1477407854407544832
836833110,1477420860734689290
836833110,1477670550424195074
1247295628780208132,1477277537357152257
813314931147816960,1477267359412883459
856852362278948864,1477393007519350784
14247236,1477629859190951938
1262925947877167107,1477377090550853634
2876041031,1477278805253308423
14247236,1477371125382352896
20015311,1486555328372084739
1305795361336770560,1477461164334350337
86606520,1477388983352975360
194617157,1477480311424311299
1100838158906859523,1477311327056154626
282790593,1477402738426327046
282790593,1477697406917652483
15099539,1477410176411992064
15099539,1477835356506632192
1573873243,1477389531359944705
1573873243,1477483513758765059
1297471014389944322,1477418769743966211
268630665,1477309479104311296
1233204595394072577,1477310626024280066
252521025,1477445045435473923
18831926,1477318358391418882
18831926,1477324809897971716
18831926,1477329145701019655
18831926,1477389203969351680
18831926,1477430109875228673
18831926,1478474939850117122
18831926,1478475050705580032
1371147649836068868,1484756396847419394
1445454626522755078,1477471354001764352
85176008,1477336409900032006
1363236861402112002,1477368460627877893
69193833,1477369251056943108
2647091335,1477321560545378308
19444754,1477325511537963015
910523023,1477334243931934722
21447363,1477326045607075847
14936606,1477663953211858945
17830607,1477329956099133441
1454928205,1477485173319118851
364478729,1477330383977033730
43110614,1477419310712860677
828038191974346752,1477386396042027009
1050679379494285313,1477346044572803080
1050679379494285313,1477457066784694272
18359336,1477691335587020807
14803951,1477388567898836994
390770221,1477599023359873025
1089330601553932290,1477334640725610499
1089330601553932290,1477384717590675456
64876717,1477392254067044352
17093604,1477446996898160641
133880286,1477621252151906306
263129271,1477443644575596545
1317137924241149952,1477589826895368192
890931539017687040,1477670923578785800
309119004,1477369708579983362
24829017,1477415232570023936
18831926,1477388077572100097
26775504,1477476591345147907
189868631,1477351065670586374
19660232,1477410915771322370
877629044828667905,1477365078836064258
322206188,1477397116557271040
101447362,1477370077116784647
1104045001321926656,1477368504147927049
1331739283,1477393823248572418
1363236861402112002,1477403276970803200
2826804048,1477428811188690944
20904490,1477472240107024385
1063211677,1480390409712914433
971466492356251648,1479170751781507076
3671138595,1477409980177285120
1304036484920606720,1477543540104343555
20103694,1477601278599512066
29447428,1477771878097948673
1220843046125940736,1477447791806930945
138451153,1477590530557050880
138451153,1481841818878627840
1467443898977030146,1477391475256221696
3260680316,1477412656134823936
880008290,1477763311798259727
31669146,1477636027934072834
149522272,1477393756039090184
149522272,1477439807592837127
19386778,1477392841416450048
2601869406,1477389803272478720
17717593,1477719232204853253
19019465,1477588224084221953
885891622919184384,1477454189756305410
1104045001321926656,1477402195930849289
1100838158906859523,1477402467033927680
2598791681,1477412521363476480
3856305322,1477532520547639297
1354461528506966020,1477404507265019905
1446535032982679559,1477446937045618689
60779696,1477421836803534850
2880610310,1477460694081552387
1552409378,1477447311701598209
1260764666789158913,1477408104832765955
1266006636000358402,1477408889368944642
137413599,1477590547095302144
1055307732226531328,1477431122887856131
926164634570067968,1477504336699826179
926164634570067968,1477680537003343879
2851359505,1477412461909270546
198935917,1477459473421803524
1440272194794242049,1477427824680226816
939714944144232449,1477420869534330885
14192000,1477426941191856129
940876562,1477416439585951749
1277735065737326592,1477461048605044738
18831926,1477431117896507392
994415530651009024,1477421133381001216
1375127026840039424,1477546074122424321
18831926,1477431339393638402
18831926,1477433544230191105
18831926,1477439034720931840
18831926,1477785052243275780
18831926,1477787693765509126
18831926,1478122412629655552
15480566,1477453122444353538
18831926,1477439214140731393
1217939176701616128,1477459637775392769
24457744,1477430016568750082
18831926,1477439492944539650
18831926,1478914776583610372
1401861298233647106,1477432591749767168
1169989273468190728,1477448219777024002
2916395070,1477448079498362880
18831926,1477437197779456009
16336224,1479376376520003585
800936305,1477439218699800577
130418499,1477550210066751489
831201447396179969,1477601721287254016
86606520,1477457557015121920
1332016740579094529,1477582865022001155
948961748261810176,1477464123583700994
164178673,1477468795803369473
1372343187327492097,1478895188378595329
275104144,1477474344595042306
134939868,1477545405839646722
27555735,1477593888810422272
1075927117,1477475958361841664
322206188,1477590187970494464
40954616,1477472480461668354
19664367,1477825148090826761
19923144,1477475688705712131
1071411967846301697,1477850628328239233
16727749,1477477474061598722
1382912376597479427,1477498538179239939
1238370241169616897,1477559062019465216
1117704370630455296,1477492772139520001
478171699,1477626270519283713
40954616,1477487453699067905
4080900613,1477497954084790273
2455733352,1477497910522753026
2542290469,1477528841174151170
467137030,1478212028988682243
179732982,1477686580261306369
18831926,1477580901030645761
18831926,1477685399401250819
18831926,1477688942774394885
18831926,1477695457145069577
18831926,1477839315174629376
18831926,1477850689829326852
18831926,1478477703527292929
18831926,1478479958250975233
18831926,1477795201888497664
18831926,1478480002362462208
18831926,1478480068468826113
18831926,1478480180154830849
42836999,1477534028261560320
42836999,1477534043486887936
1597060776,1477557240974360577
1115874631,1477567370306945028
86970530,1477566732046934017
176712912,1477871979625533443
757709036414316544,1477743012008497152
1231514832479948802,1477590335261917189
403796945,1477559734584549378
339559375,1477670203987316736
1229752606714728454,1477586099514007554
1229752606714728454,1477924790233145353
4823705386,1477924704929435648
474336882,1477570807979286529
474336882,1477571461896359939
303862998,1477566954613485568
2851330469,1477570917219901442
626470812,1477595910888636417
626470812,1477596062034632708
1315053256343719936,1477582612680085504
1315053256343719936,1477582692183121923
1315053256343719936,1477601010671513601
1315053256343719936,1477651271817510923
90107770,1477584431435059201
2352238838,1477670960933347332
586291040,1477865579847454720
1229752606714728454,1477923166374797319
2172593423,1477915965828575232
1075642195221405698,1477977596625358856
1382400331955441667,1477724728773132289
1382400331955441667,1477759044693729281
19664367,1477626437620441092
234694571,1477943331091107840
519446494,1477606798433701890
336656405,1477702222146568193
2573480784,1477671141992894465
1342967244,1477713662882238464
1342967244,1479098987080605697
41382780,1477706122920398856
1132460072775249926,1477781805419819011
1233052695637975040,1477635750564966404
1260910203832328192,1477666144890859526
18541444,1477669977377447937
3702400223,1477926411037990913
3702400223,1478337481695121408
69176047,1477637147578585090
69176047,1477712226173681665
1185701854736351232,1477659886137737217
3311437198,1477701343674515457
3311437198,1477797665853382656
4823705386,1477643621759594496
1238949674989416449,1477642033518940161
1413628042698797059,1477726178974699523
1366446942922956802,1477641713984454659
1253303427058282498,1477765467674710020
1358064335415877635,1477673077559513090
42836999,1477760821446905857
