1001228776032763905,1481140098393513987
1001228776032763905,1481140426233225217
1001228776032763905,1481140681913475074
1001228776032763905,1481142919704702976
1001228776032763905,1481143126295134208
1003107003693137921,1477274285404266497
1003107003693137921,1477852858313674752
1003107003693137921,1478829434475978754
1003107003693137921,1478829523151974403
1003107003693137921,1478939996824510464
1003107003693137921,1481119360831922176
1003107003693137921,1481390590029971466
1003107003693137921,1482517177798656003
1003107003693137921,1482518110792036358
1003107003693137921,1482929495791259650
1003107003693137921,1483088993273237511
1003107003693137921,1484190764653555712
1003107003693137921,1484291731357065217
1003107003693137921,1484383371870588928
1003107003693137921,1484614191415762946
1003107003693137921,1484622450281390080
1003107003693137921,1484625047075446784
1003107003693137921,1485018871300042754
1003107003693137921,1485038154948173827
1003107003693137921,1485252620994424832
1003107003693137921,1486760875012800522
1003107003693137921,1487123616554786820
1003107003693137921,1489692307020345344
1003107003693137921,1489700421690134535
1003107003693137921,1491401706672103426
1003107003693137921,1492665623297642501
1003107003693137921,1493930753977167877
1003107003693137921,1494324024700112910
1003107003693137921,1494655112442257411
1003107003693137921,1495634129626574850
1003107003693137921,1495851397182599169
1003107003693137921,1495943615901835264
1003107003693137921,1496582855949905920
1003107003693137921,1498041956068253696
1003107003693137921,1498083837255077892
1003107003693137921,1499040673990942722
1003107003693137921,1499044539004248068
1003107003693137921,1499044895541051397
1003107003693137921,1499047723504447498
1003107003693137921,1499850717531717640
1003107003693137921,1500235596366852102
1003107003693137921,1500639673630314503
1003107003693137921,1500657499145392130
1003107003693137921,1501015562561937410
1003107003693137921,1501171449620574212
1003107003693137921,1501978095447773199
1003107003693137921,1502109510063824896
1003107003693137921,1502528468239618048
1003107003693137921,1503376517736321028
1003107003693137921,1504495488866963462
1003107003693137921,1505235398162792450
1003107003693137921,1505239256230469639
1003107003693137921,1505312748845948931
1003107003693137921,1506663648558731266
1003107003693137921,1506664642755633161
1003107003693137921,1507346870506508292
1003107003693137921,1507351171211616264
1003107003693137921,1507386057981108234
1003107003693137921,1507457972800163844
1003107003693137921,1507785283646865409
1003107003693137921,1507786828601954306
1003107003693137921,1508068634215780354
1003107003693137921,1508248546922962949
1003107003693137921,1508252006170963973
1003107003693137921,1508879148856582145
1003107003693137921,1508980609540108301
1003107003693137921,1509171877020938241
1003107003693137921,1510860571087884290
1003107003693137921,1511529980223758336
1003107003693137921,1511773645739200512
1003107003693137921,1512046121232867334
1003107003693137921,1512097642507124736
1003107003693137921,1512538629788381190
1003107003693137921,1512787217743331328
1003107003693137921,1513019354023178242
1003107003693137921,1513267323183906816
1003107003693137921,1515470578525814785
1003107003693137921,1516962580819963904
1003107003693137921,1518017249919250432
1003107003693137921,1518021623248424960
1003107003693137921,1518046294312431616
1003107003693137921,1518387325994082305
1003107003693137921,1518412714158219265
1003107003693137921,1518460353943949313
1003107003693137921,1518836901133783040
1003107003693137921,1519471839080288258
1003107003693137921,1520147573734100992
1003107003693137921,1520157864773488641
1003107003693137921,1520370278425104384
1003107003693137921,1520436665797517312
1003662615661436929,1493445647822999556
1003662615661436929,1495161312808030212
1003662615661436929,1499410089752641536
100380798,1488263219575767040
100380798,1488987808983248898
100380798,1489976131138822144
100380798,1499076400732639243
100380798,1500943569665806345
100380798,1514696800879398915
100380798,1514839596818997255
100380798,1514844064075722764
100380798,1516136530779140099
100380798,1516751997239758850
1003895325025865730,1486669772507041796
1003895325025865730,1495712033253502980
1003895325025865730,1495856567962550272
1003895325025865730,1496189268238155776
1003895325025865730,1498699253786550277
1003895325025865730,1512446027109847047
1003895325025865730,1512905112267673601
1003895325025865730,1513195897252950020
1004085488859385863,1486091944392634368
1004085488859385863,1486455601886482432
1004085488859385863,1488258762569752577
1004085488859385863,1488600746475986946
1004085488859385863,1489320759612874754
1004085488859385863,1489865739666341888
1004085488859385863,1511859334132776961
1004085488859385863,1516825948380880901
1004085488859385863,1517364843111927808
1005148131091275777,1477706577838686208
1005148131091275777,1481734441714081793
1005148131091275777,1491953565245399043
1005148131091275777,1491962462777712644
1005148131091275777,1493026366157037572
1005148131091275777,1493107346746195968
1005237882,1487637123851517955
1005237882,1494587945579589632
1005237882,1513537440568733697
1005846500583321601,1496558186157023239
1005846500583321601,1496737373035630596
1005846500583321601,1496861004713820160
